"id","name","isFork","commits","branches","releases","forks","mainLanguage","defaultBranch","license","homepage","watchers","stargazers","contributors","size","createdAt","pushedAt","updatedAt","totalIssues","openIssues","totalPullRequests","openPullRequests","blankLines","codeLines","commentLines","metrics","lastCommit","lastCommitSHA","hasWiki","isArchived","isDisabled","isLocked","languages","labels","topics"
"2050","apache/cassandra",false,"30226","17","0","3618","Java","trunk","Apache License 2.0","https://cassandra.apache.org/","442","8786","272","437550","2009-05-21T02:10:09","2024-10-16T11:41:17","2024-10-17T02:32:12","0","0","3613","565","163586","1201461","195904","[{""language"":""SVG"",""blankLines"":221,""codeLines"":11263,""commentLines"":1613},{""language"":""XML"",""blankLines"":277,""codeLines"":4370,""commentLines"":614},{""language"":""Text"",""blankLines"":3532,""codeLines"":30432,""commentLines"":0},{""language"":""DOS Batch"",""blankLines"":0,""codeLines"":31,""commentLines"":0},{""language"":""ANTLR Grammar"",""blankLines"":281,""codeLines"":2010,""commentLines"":307},{""language"":""SQL"",""blankLines"":524,""codeLines"":3379,""commentLines"":45},{""language"":""Java"",""blankLines"":145038,""codeLines"":777385,""commentLines"":181582},{""language"":""AsciiDoc"",""blankLines"":7536,""codeLines"":26513,""commentLines"":127},{""language"":""JSON"",""blankLines"":0,""codeLines"":74,""commentLines"":0},{""language"":""Ant"",""blankLines"":191,""codeLines"":1845,""commentLines"":238},{""language"":""make"",""blankLines"":18,""codeLines"":66,""commentLines"":38},{""language"":""Dockerfile"",""blankLines"":0,""codeLines"":4,""commentLines"":22},{""language"":""HTML"",""blankLines"":104,""codeLines"":50,""commentLines"":519},{""language"":""CSS"",""blankLines"":14,""codeLines"":69,""commentLines"":20},{""language"":""Bourne Shell"",""blankLines"":704,""codeLines"":3375,""commentLines"":1767},{""language"":""Groovy"",""blankLines"":50,""codeLines"":464,""commentLines"":97},{""language"":""Maven"",""blankLines"":25,""codeLines"":108,""commentLines"":20},{""language"":""Bourne Again Shell"",""blankLines"":24,""codeLines"":167,""commentLines"":88},{""language"":""reStructuredText"",""blankLines"":22,""codeLines"":40,""commentLines"":31},{""language"":""CSV"",""blankLines"":0,""codeLines"":1,""commentLines"":0},{""language"":""Properties"",""blankLines"":27,""codeLines"":70,""commentLines"":215},{""language"":""Diff"",""blankLines"":55,""codeLines"":179,""commentLines"":217},{""language"":""YAML"",""blankLines"":982,""codeLines"":325468,""commentLines"":5050},{""language"":""Markdown"",""blankLines"":1401,""codeLines"":4903,""commentLines"":241},{""language"":""Python"",""blankLines"":2560,""codeLines"":9195,""commentLines"":3053}]","2024-10-16T11:39:29","f90a6ca38865eb26a313c14f93a464d816d7d81b",false,false,false,false,"{""Java"":44235675,""Python"":592212,""HTML"":265026,""Shell"":225983,""GAP"":97695,""Lex"":10152,""AMPL"":801}","dependencies;docs;javadoc;missing-ticket;needs merging;tests","cassandra;database;java"
"2051","apache/camel",false,"72781","77","0","4936","Java","main","Apache License 2.0","https://camel.apache.org","267","5536","326","967719","2009-05-21T12:25:36","2024-10-15T04:36:29","2024-10-15T06:55:11","0","0","15938","10","432726","2523716","1044136","[{""language"":""Rust"",""blankLines"":27,""codeLines"":89,""commentLines"":18},{""language"":""RobotFramework"",""blankLines"":9,""codeLines"":51,""commentLines"":121},{""language"":""JavaScript"",""blankLines"":439,""codeLines"":20624,""commentLines"":1259},{""language"":""Properties"",""blankLines"":814,""codeLines"":9606,""commentLines"":9687},{""language"":""Scheme"",""blankLines"":27,""codeLines"":108,""commentLines"":0},{""language"":""CSV"",""blankLines"":0,""codeLines"":1830,""commentLines"":0},{""language"":""XSD"",""blankLines"":572,""codeLines"":21406,""commentLines"":965},{""language"":""Mustache"",""blankLines"":16,""codeLines"":22,""commentLines"":98},{""language"":""Freemarker Template"",""blankLines"":32,""codeLines"":38,""commentLines"":98},{""language"":""GraphQL"",""blankLines"":6,""codeLines"":54,""commentLines"":0},{""language"":""Protocol Buffers"",""blankLines"":46,""codeLines"":143,""commentLines"":288},{""language"":""Gradle"",""blankLines"":7,""codeLines"":31,""commentLines"":19},{""language"":""Python"",""blankLines"":1,""codeLines"":1,""commentLines"":16},{""language"":""YAML"",""blankLines"":262,""codeLines"":6751,""commentLines"":2210},{""language"":""Markdown"",""blankLines"":449,""codeLines"":980,""commentLines"":15},{""language"":""DTD"",""blankLines"":44,""codeLines"":93,""commentLines"":32},{""language"":""XSLT"",""blankLines"":1129,""codeLines"":3595,""commentLines"":2121},{""language"":""XML"",""blankLines"":13072,""codeLines"":156238,""commentLines"":25763},{""language"":""XHTML"",""blankLines"":32,""codeLines"":261,""commentLines"":159},{""language"":""INI"",""blankLines"":10,""codeLines"":58,""commentLines"":0},{""language"":""Text"",""blankLines"":489,""codeLines"":16619,""commentLines"":0},{""language"":""Apex Class"",""blankLines"":27,""codeLines"":98,""commentLines"":51},{""language"":""TOML"",""blankLines"":4,""codeLines"":17,""commentLines"":16},{""language"":""XQuery"",""blankLines"":2,""codeLines"":23,""commentLines"":1},{""language"":""Java"",""blankLines"":354711,""codeLines"":1757036,""commentLines"":914825},{""language"":""DOS Batch"",""blankLines"":99,""codeLines"":433,""commentLines"":2},{""language"":""Velocity Template Language"",""blankLines"":226,""codeLines"":2725,""commentLines"":645},{""language"":""Kotlin"",""blankLines"":15795,""codeLines"":51074,""commentLines"":65047},{""language"":""SQL"",""blankLines"":89,""codeLines"":463,""commentLines"":623},{""language"":""AsciiDoc"",""blankLines"":34370,""codeLines"":102917,""commentLines"":5122},{""language"":""Dockerfile"",""blankLines"":61,""codeLines"":111,""commentLines"":436},{""language"":""Web Services Description"",""blankLines"":219,""codeLines"":1982,""commentLines"":281},{""language"":""JSON"",""blankLines"":154,""codeLines"":299598,""commentLines"":0},{""language"":""CSS"",""blankLines"":32,""codeLines"":120,""commentLines"":63},{""language"":""Thrift"",""blankLines"":23,""codeLines"":40,""commentLines"":151},{""language"":""Bourne Shell"",""blankLines"":206,""codeLines"":1139,""commentLines"":475},{""language"":""HTML"",""blankLines"":874,""codeLines"":2159,""commentLines"":1960},{""language"":""SVG"",""blankLines"":9,""codeLines"":1335,""commentLines"":29},{""language"":""Maven"",""blankLines"":7179,""codeLines"":52995,""commentLines"":9373},{""language"":""Groovy"",""blankLines"":1163,""codeLines"":10853,""commentLines"":2167}]","2024-10-15T04:36:29","264febe14cd751312ea21e2d06d55efa957868a6",false,false,false,false,"{""Java"":121957265,""Kotlin"":4856877,""Groovy"":503564,""XSLT"":278550,""HTML"":223724,""JavaScript"":100326,""Shell"":23899,""Elm"":10852,""RobotFramework"":8490,""FreeMarker"":8015,""Thrift"":6979,""Apex"":6695,""Mustache"":6202,""Dockerfile"":6017,""Tcl"":4974,""CSS"":4277,""Rust"":3839,""Jsonnet"":1734,""Python"":1089,""Batchfile"":941,""XQuery"":699,""Ruby"":270}","automated pr;camel-3;camel-4;camel-4.0;catalog;ci;components;components-aws;components-azure;components-jms;components-kafka;core;core-build-and-dependencies;core-build-tooling;dependencies;docs;dsl;github_actions;incremental-build-all;incremental-build-dependents;incremental-skip-tests;incremental-test-dependents;java;javascript;regen;skip-tests;spam;test-infra;tests;tooling;tooling-maven","camel;eip;integration;java;microservices"
"2052","apache/hive",false,"17443","47","0","4673","Java","master","Apache License 2.0","https://hive.apache.org/","326","5525","257","731685","2009-05-21T02:31:01","2024-10-16T09:24:58","2024-10-17T03:02:26","0","0","5484","76","396912","2392094","389047","[{""language"":""XSLT"",""blankLines"":2,""codeLines"":24,""commentLines"":15},{""language"":""XML"",""blankLines"":1106,""codeLines"":8507,""commentLines"":1507},{""language"":""PHP"",""blankLines"":11549,""codeLines"":151009,""commentLines"":17617},{""language"":""Text"",""blankLines"":3704,""codeLines"":75494,""commentLines"":0},{""language"":""C++"",""blankLines"":33319,""codeLines"":174801,""commentLines"":2585},{""language"":""Java"",""blankLines"":285166,""codeLines"":1691530,""commentLines"":339701},{""language"":""DOS Batch"",""blankLines"":1,""codeLines"":16,""commentLines"":0},{""language"":""ANTLR Grammar"",""blankLines"":935,""codeLines"":7353,""commentLines"":392},{""language"":""Dockerfile"",""blankLines"":14,""codeLines"":70,""commentLines"":18},{""language"":""JSON"",""blankLines"":2,""codeLines"":417,""commentLines"":0},{""language"":""Ant"",""blankLines"":88,""codeLines"":522,""commentLines"":107},{""language"":""Thrift"",""blankLines"":765,""codeLines"":3443,""commentLines"":903},{""language"":""C/C++ Header"",""blankLines"":17887,""codeLines"":53905,""commentLines"":432},{""language"":""JSP"",""blankLines"":26,""codeLines"":362,""commentLines"":67},{""language"":""ReScript"",""blankLines"":0,""codeLines"":34,""commentLines"":0},{""language"":""HTML"",""blankLines"":34,""codeLines"":344,""commentLines"":22},{""language"":""CSS"",""blankLines"":30,""codeLines"":125,""commentLines"":65},{""language"":""Bourne Shell"",""blankLines"":928,""codeLines"":4398,""commentLines"":1876},{""language"":""SVG"",""blankLines"":0,""codeLines"":228,""commentLines"":0},{""language"":""SQL"",""blankLines"":15073,""codeLines"":57831,""commentLines"":8745},{""language"":""Maven"",""blankLines"":141,""codeLines"":20201,""commentLines"":1257},{""language"":""CSV"",""blankLines"":4,""codeLines"":1621,""commentLines"":0},{""language"":""Perl"",""blankLines"":988,""codeLines"":6389,""commentLines"":1281},{""language"":""JavaScript"",""blankLines"":680,""codeLines"":2236,""commentLines"":478},{""language"":""Bourne Again Shell"",""blankLines"":176,""codeLines"":808,""commentLines"":333},{""language"":""Properties"",""blankLines"":334,""codeLines"":1567,""commentLines"":565},{""language"":""Pig Latin"",""blankLines"":12,""codeLines"":29,""commentLines"":146},{""language"":""Ruby"",""blankLines"":7172,""codeLines"":24420,""commentLines"":82},{""language"":""YAML"",""blankLines"":48,""codeLines"":356,""commentLines"":131},{""language"":""C"",""blankLines"":223,""codeLines"":856,""commentLines"":99},{""language"":""Protocol Buffers"",""blankLines"":672,""codeLines"":3289,""commentLines"":145},{""language"":""Markdown"",""blankLines"":210,""codeLines"":811,""commentLines"":170},{""language"":""Python"",""blankLines"":15619,""codeLines"":99052,""commentLines"":10308},{""language"":""M4"",""blankLines"":4,""codeLines"":46,""commentLines"":0}]","2024-10-16T09:24:58","b4dd5cfba418097f69ff533e3a57da4f2c95fc46",false,false,false,false,"{""Java"":62850152,""HiveQL"":9055892,""Python"":384806,""Perl"":319742,""PLpgSQL"":294996,""Shell"":278655,""GAP"":200319,""Thrift"":170944,""PHP"":148097,""C++"":98266,""ANTLR"":59134,""JavaScript"":45704,""q"":29163,""C"":28218,""HTML"":16027,""PigLatin"":12333,""TSQL"":10497,""PLSQL"":9105,""CSS"":5758,""Roff"":5379,""Dockerfile"":3637,""M4"":2276,""XSLT"":1329,""SQLPL"":1190,""Batchfile"":845,""ReScript"":240}","dependencies;discussion-in-jira;github_actions;java;sonar-check;stale;tests failed;tests passed;tests pending;tests unstable","apache;big-data;database;hadoop;hive;java;sql"
"2054","apache/maven",false,"12392","81","19","2660","Java","master","Apache License 2.0","https://maven.apache.org/ref/current","221","4314","187","62828","2009-05-21T03:22:03","2024-10-15T06:03:27","2024-10-15T06:03:35","0","0","1755","79","33853","178738","65048","[{""language"":""JavaScript"",""blankLines"":1,""codeLines"":18,""commentLines"":18},{""language"":""Maven"",""blankLines"":938,""codeLines"":14970,""commentLines"":1883},{""language"":""XML"",""blankLines"":2392,""codeLines"":21947,""commentLines"":5795},{""language"":""Velocity Template Language"",""blankLines"":370,""codeLines"":4637,""commentLines"":79},{""language"":""Properties"",""blankLines"":11,""codeLines"":37,""commentLines"":95},{""language"":""Java"",""blankLines"":29568,""codeLines"":129481,""commentLines"":56858},{""language"":""DOS Batch"",""blankLines"":50,""codeLines"":290,""commentLines"":0},{""language"":""HTML"",""blankLines"":10,""codeLines"":29,""commentLines"":16},{""language"":""Text"",""blankLines"":350,""codeLines"":5923,""commentLines"":0},{""language"":""YAML"",""blankLines"":40,""codeLines"":195,""commentLines"":54},{""language"":""Markdown"",""blankLines"":74,""codeLines"":242,""commentLines"":74},{""language"":""Bourne Shell"",""blankLines"":49,""codeLines"":157,""commentLines"":176},{""language"":""SVG"",""blankLines"":0,""codeLines"":812,""commentLines"":0}]","2024-10-15T06:03:27","a293822852c90ca7cca636d11ed0d7a6c7eda691",false,false,false,false,"{""Java"":8188642,""Shell"":13801,""Batchfile"":12917,""HTML"":2379,""JavaScript"":1099}","bug;chore;dependencies;hacktoberfest-accepted;java;mvn3;not-for-merge","apache-maven;build-management;hacktoberfest;java;maven"
"2057","apache/activemq",false,"11873","21","0","1449","Java","main","Apache License 2.0",,"203","2297","139","65297","2009-05-21T01:33:45","2024-10-03T05:49:07","2024-10-03T05:48:29","0","0","1314","40","113032","671756","163166","[{""language"":""Bourne Shell"",""blankLines"":295,""codeLines"":1795,""commentLines"":485},{""language"":""Maven"",""blankLines"":668,""codeLines"":10592,""commentLines"":1217},{""language"":""Properties"",""blankLines"":249,""codeLines"":200842,""commentLines"":1443},{""language"":""Ruby"",""blankLines"":27,""codeLines"":96,""commentLines"":64},{""language"":""Python"",""blankLines"":86,""codeLines"":244,""commentLines"":160},{""language"":""C#"",""blankLines"":75,""codeLines"":347,""commentLines"":130},{""language"":""Protocol Buffers"",""blankLines"":60,""codeLines"":199,""commentLines"":119},{""language"":""YAML"",""blankLines"":1,""codeLines"":23,""commentLines"":17},{""language"":""Markdown"",""blankLines"":351,""codeLines"":609,""commentLines"":16},{""language"":""Visual Studio Solution"",""blankLines"":1,""codeLines"":24,""commentLines"":1},{""language"":""MSBuild script"",""blankLines"":0,""codeLines"":106,""commentLines"":0},{""language"":""PHP"",""blankLines"":20,""codeLines"":77,""commentLines"":32},{""language"":""C++"",""blankLines"":100,""codeLines"":316,""commentLines"":76},{""language"":""Java"",""blankLines"":104175,""codeLines"":420448,""commentLines"":149953},{""language"":""XML"",""blankLines"":2719,""codeLines"":10055,""commentLines"":5342},{""language"":""Dockerfile"",""blankLines"":6,""codeLines"":17,""commentLines"":22},{""language"":""HTML"",""blankLines"":635,""codeLines"":2330,""commentLines"":1185},{""language"":""INI"",""blankLines"":25,""codeLines"":160,""commentLines"":0},{""language"":""DOS Batch"",""blankLines"":93,""codeLines"":146,""commentLines"":133},{""language"":""Text"",""blankLines"":77,""codeLines"":344,""commentLines"":0},{""language"":""Groovy"",""blankLines"":22,""codeLines"":180,""commentLines"":29},{""language"":""CSS"",""blankLines"":245,""codeLines"":1709,""commentLines"":234},{""language"":""SVG"",""blankLines"":3,""codeLines"":1372,""commentLines"":9},{""language"":""JavaScript"",""blankLines"":2756,""codeLines"":17841,""commentLines"":2049},{""language"":""Perl"",""blankLines"":10,""codeLines"":73,""commentLines"":38},{""language"":""JSP"",""blankLines"":333,""codeLines"":1811,""commentLines"":412}]","2024-10-03T05:48:24","4ff78ddab993d62408c8e63ce63a63d5757fe039",false,false,false,false,"{""Java"":26345196,""JavaScript"":438329,""HTML"":162583,""Shell"":80827,""CSS"":34997,""C#"":27536,""C++"":17404,""Python"":16801,""Batchfile"":13237,""Ruby"":6594,""Perl"":4128,""PHP"":3665,""Dockerfile"":1988}","5.19.0;dependencies","activemq;c;cplusplus;csharp;java;network-client;network-server;perl;php;python;ruby"
"2064","apache/poi",false,"13123","24","0","766","Java","trunk",,,"76","1929","14","219695","2009-05-21T01:15:15","2024-10-15T05:21:31","2024-10-15T05:21:35","0","0","705","22","102982","516546","185829","[{""language"":""Java"",""blankLines"":98870,""codeLines"":427750,""commentLines"":183390},{""language"":""XMI"",""blankLines"":2,""codeLines"":19114,""commentLines"":16},{""language"":""YAML"",""blankLines"":12,""codeLines"":49,""commentLines"":10},{""language"":""Markdown"",""blankLines"":26,""codeLines"":52,""commentLines"":0},{""language"":""XML"",""blankLines"":2651,""codeLines"":55070,""commentLines"":596},{""language"":""Gradle"",""blankLines"":389,""codeLines"":1844,""commentLines"":413},{""language"":""HTML"",""blankLines"":5,""codeLines"":12,""commentLines"":0},{""language"":""CSS"",""blankLines"":5,""codeLines"":47,""commentLines"":21},{""language"":""SVG"",""blankLines"":3,""codeLines"":1184,""commentLines"":15},{""language"":""Groovy"",""blankLines"":69,""codeLines"":363,""commentLines"":436},{""language"":""DOS Batch"",""blankLines"":21,""codeLines"":71,""commentLines"":2},{""language"":""Text"",""blankLines"":182,""codeLines"":2504,""commentLines"":0},{""language"":""Properties"",""blankLines"":17,""codeLines"":950,""commentLines"":54},{""language"":""Ant"",""blankLines"":325,""codeLines"":2577,""commentLines"":214},{""language"":""make"",""blankLines"":61,""codeLines"":206,""commentLines"":65},{""language"":""reStructuredText"",""blankLines"":37,""codeLines"":59,""commentLines"":10},{""language"":""SWIG"",""blankLines"":85,""codeLines"":509,""commentLines"":20},{""language"":""JSP"",""blankLines"":17,""codeLines"":84,""commentLines"":15},{""language"":""Ruby"",""blankLines"":17,""codeLines"":78,""commentLines"":57},{""language"":""Bourne Shell"",""blankLines"":35,""codeLines"":127,""commentLines"":135},{""language"":""Maven"",""blankLines"":10,""codeLines"":209,""commentLines"":20},{""language"":""VB for Applications"",""blankLines"":6,""codeLines"":20,""commentLines"":20},{""language"":""Clojure"",""blankLines"":7,""codeLines"":29,""commentLines"":0},{""language"":""XSD"",""blankLines"":109,""codeLines"":3592,""commentLines"":264},{""language"":""C++"",""blankLines"":8,""codeLines"":17,""commentLines"":19},{""language"":""Scala"",""blankLines"":13,""codeLines"":29,""commentLines"":37}]","2024-10-15T05:21:27","468b423168caffd91ea6f301c0d78e79dc336ae5",false,false,false,false,"{""Java"":26691257,""Groovy"":37625,""SWIG"":18982,""Makefile"":8711,""Ruby"":5262,""Scala"":3397,""CSS"":2019,""Clojure"":1549,""C++"":1527,""Shell"":1453,""VBA"":862,""HTML"":428}","dependencies;github_actions;java","content;java;library;poi"
"4160","liferay/liferay-portal",false,"836030","34","139","3628","Java","master","Other","http://liferay.com","165","2090","308","31678084","2009-09-25T10:55:58","2024-10-17T01:52:09","2024-10-17T01:52:17","0","0","6087","60","3239034","14022690","2299169","[{""language"":""SVG"",""blankLines"":67,""codeLines"":25087,""commentLines"":232},{""language"":""TOML"",""blankLines"":0,""codeLines"":6,""commentLines"":0},{""language"":""DTD"",""blankLines"":8467,""codeLines"":9320,""commentLines"":28927},{""language"":""XSLT"",""blankLines"":54,""codeLines"":281,""commentLines"":2},{""language"":""Sass"",""blankLines"":27024,""codeLines"":129476,""commentLines"":5745},{""language"":""INI"",""blankLines"":3,""codeLines"":23,""commentLines"":0},{""language"":""Markdown"",""blankLines"":25742,""codeLines"":80316,""commentLines"":14},{""language"":""Freemarker Template"",""blankLines"":9235,""codeLines"":40669,""commentLines"":395},{""language"":""XMI"",""blankLines"":1,""codeLines"":4,""commentLines"":0},{""language"":""Text"",""blankLines"":2335,""codeLines"":565406,""commentLines"":0},{""language"":""Java"",""blankLines"":2862931,""codeLines"":9208383,""commentLines"":2135694},{""language"":""SQL"",""blankLines"":1054,""codeLines"":13021,""commentLines"":0},{""language"":""Velocity Template Language"",""blankLines"":45,""codeLines"":173,""commentLines"":336},{""language"":""XSD"",""blankLines"":8690,""codeLines"":54312,""commentLines"":1044},{""language"":""JSON"",""blankLines"":0,""codeLines"":721701,""commentLines"":0},{""language"":""Dockerfile"",""blankLines"":32,""codeLines"":72,""commentLines"":8},{""language"":""AsciiDoc"",""blankLines"":162,""codeLines"":718,""commentLines"":0},{""language"":""Drools"",""blankLines"":106,""codeLines"":338,""commentLines"":0},{""language"":""CSS"",""blankLines"":14534,""codeLines"":106187,""commentLines"":2876},{""language"":""HTML"",""blankLines"":3779,""codeLines"":25187,""commentLines"":1351},{""language"":""Groovy"",""blankLines"":547,""codeLines"":1814,""commentLines"":136},{""language"":""Maven"",""blankLines"":83,""codeLines"":4173,""commentLines"":80},{""language"":""Bourne Shell"",""blankLines"":1056,""codeLines"":3014,""commentLines"":433},{""language"":""JSP"",""blankLines"":49651,""codeLines"":208659,""commentLines"":20909},{""language"":""Properties"",""blankLines"":9074,""codeLines"":1271424,""commentLines"":27576},{""language"":""JavaScript"",""blankLines"":86658,""codeLines"":465420,""commentLines"":32532},{""language"":""Ant"",""blankLines"":507,""codeLines"":3324,""commentLines"":16},{""language"":""CSV"",""blankLines"":28,""codeLines"":9273,""commentLines"":0},{""language"":""Web Services Description"",""blankLines"":12,""codeLines"":7838,""commentLines"":0},{""language"":""JSX"",""blankLines"":10684,""codeLines"":69785,""commentLines"":1631},{""language"":""ANTLR Grammar"",""blankLines"":248,""codeLines"":1550,""commentLines"":147},{""language"":""DOS Batch"",""blankLines"":87,""codeLines"":276,""commentLines"":4},{""language"":""YAML"",""blankLines"":0,""codeLines"":137088,""commentLines"":1511},{""language"":""SCSS"",""blankLines"":27377,""codeLines"":129969,""commentLines"":7208},{""language"":""Ruby"",""blankLines"":7,""codeLines"":28,""commentLines"":0},{""language"":""XHTML"",""blankLines"":1,""codeLines"":15,""commentLines"":0},{""language"":""Gradle"",""blankLines"":6093,""codeLines"":47166,""commentLines"":245},{""language"":""XML"",""blankLines"":15477,""codeLines"":274124,""commentLines"":3184},{""language"":""Go"",""blankLines"":2,""codeLines"":5,""commentLines"":0},{""language"":""TypeScript"",""blankLines"":65858,""codeLines"":394558,""commentLines"":20537},{""language"":""Diff"",""blankLines"":1323,""codeLines"":12507,""commentLines"":6396}]","2024-10-16T09:39:12","c5ede076937e208feae3b423e5e5b54883a68bce",false,false,false,false,"{""Java"":437698354,""JavaScript"":16442594,""TypeScript"":12148437,""SCSS"":3621635,""CSS"":3175731,""FreeMarker"":1667059,""HTML"":1444212,""Gherkin"":328333,""Groovy"":100503,""Shell"":85124,""GAP"":50552,""XSLT"":21814,""Smarty"":13306,""Closure Templates"":8399,""Dockerfile"":6773,""ANTLR"":4755,""Batchfile"":2105,""Python"":966,""Ruby"":707,""Fluent"":518,""Roff"":270,""Go"":71,""DIGITAL Command Language"":68}","ci:test  - failure;ci:test - failure;ci:test - pending;ci:test - success;ci:test:relevant  - failure;ci:test:relevant  - pending;ci:test:relevant  - success;ci:test:relevant - failure;ci:test:relevant - pending;ci:test:relevant - success;ci:test:sf  - failure;ci:test:sf  - pending;ci:test:sf  - success;ci:test:sf - failure;ci:test:sf - pending;ci:test:sf - success;ci:test:stable  - success;dependencies;github_actions;java;javascript",""
